[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
7675,Verbrauchsteuer,Verbrauchsteuer,Expense,,,No,,K7GVA61,,,,,,,,,,
7678,ökosteuer,ökosteuer,Expense,,,No,,K7GVA61,,,,,,,,,,
7680,Grundsteuer,Grundsteuer,Expense,,,No,,K7GVA61,,,,,,,,,,
7685,Kfz-Steuer,Kfz-Steuer,Expense,,,No,,K7GVA61,,,,,,,,,,
7690,Steuernachzahkungen Vorjahre für sonstige Steuern ,Steuernachzahkungen Vorjahre für sonstige Steuern ,Expense,,,No,,K7GVA61,,,,,,,,,,
7692,Steuererstattungen Vorjahre für sonstige Steuern ,Steuererstattungen Vorjahre für sonstige Steuern ,Expense,,,No,,K7GVA61,,,,,,,,,,
7694,Erträge aus der Auflösung von Rückstellungen für sonstige Steuern,Erträge aus der Auflösung von Rückstellungen für sonstige Steuern,Revenue,,,No,,K7GVA61,,,,,,,,,,
K7GVE6,Gewinnvortrag,Gewinnvortrag oder Verlustvortrag,Owner's Equity,,,Yes,,K7GVE,,,,,GV36,Gewinnvortrag oder Verlustvortrag,,,,
7700,Gewinnvortrag nach Verwendung,Gewinnvortrag nach Verwendung,Owner's Equity,,,No,,K7GVE6,,,,,,,,,,
K7GVA7,Verlustvortrag,Verlustvortrag,Owner's Equity,,,Yes,,K7GVA,,,,,,,,,,
7720,Verlustvortrag nach Verwendung,Verlustvortrag nach Verwendung,Owner's Equity,,,No,,K7GVA7,,,,,,,,,,
K7GVE7,Entnahme aus der Kapitalrücklage,Entnahme aus der Kapitalrücklage,Owner's Equity,,,Yes,,K7GVE,,,,,GV37,Entnahme aus der Kapitalrücklage,,,,
7730,Entnahme aus der Kapitalrücklage,Entnahme aus der Kapitalrücklage,Owner's Equity,,,No,,K7GVE7,,,,,,,,,,
K7GVE8,Entnahme aus Gewinnrücklagen,Entnahme aus Gewinnrücklagen,Owner's Equity,,,Yes,,K7GVE,,,,,K7GVE8,Entnahme aus Gewinnrücklagen,,,,
K7GVE81,Entnahme aus Gewinnrücklagen aus der gesetzlichen Rücklage,Entnahme aus Gewinnrücklagen aus der gesetzlichen Rücklage,Owner's Equity,,,Yes,,K7GVE8,,,,,,,,,,
7735,Entnahme aus Gewinnrücklagen aus der gesetzlichen Rücklage,Entnahme aus Gewinnrücklagen aus der gesetzlichen Rücklage,Owner's Equity,,,No,,K7GVE81,,,,,,,,,,
K7GVE82,Entnahme aus Gewinnrücklagen aus der Rücklage für eigene Anteile ,Entnahme aus Gewinnrücklagen aus der Rücklage für eigene Anteile ,Owner's Equity,,,Yes,,K7GVE8,,,,,,,,,,
7740,Entnahme aus Gewinnrücklagen aus der Rücklage für eigene Anteile ,Entnahme aus Gewinnrücklagen aus der Rücklage für eigene Anteile ,Owner's Equity,,,No,,K7GVE82,,,,,,,,,,
K7GVE83,Entnahme aus Gewinnrücklagen aus satzungsmäßigen Rücklage ,Entnahme aus Gewinnrücklagen aus satzungsmäßigen Rücklage ,Owner's Equity,,,Yes,,K7GVE8,,,,,,,,,,
7745,Entnahme aus Gewinnrücklagen aus satzungsmäßigen Rücklage ,Entnahme aus Gewinnrücklagen aus satzungsmäßigen Rücklage ,Owner's Equity,,,No,,K7GVE83,,,,,,,,,,
K7GVE84,Entnahme aus Gewinnrücklagen aus anderen Gewinnrücklagen,Entnahme aus Gewinnrücklagen aus anderen Gewinnrücklagen,Owner's Equity,,,Yes,,K7GVE8,,,,,,,,,,
7750,Entnahme aus Gewinnrücklagen aus anderen Gewinnrücklagen,Entnahme aus Gewinnrücklagen aus anderen Gewinnrücklagen,Owner's Equity,,,No,,K7GVE84,,,,,,,,,,
K7GVE85,Erträge aus Kapitalherabsetzung,Erträge aus Kapitalherabsetzung,Owner's Equity,,,Yes,,K7GVE8,,,,,,,,,,
7755,Erträge aus Kapitalherabsetzung,Erträge aus Kapitalherabsetzung,Owner's Equity,,,No,,K7GVE85,,,,,,,,,,
K7GVE86,Einstellungen in die Kapitalrücklage nach den Vorschriften über die Vereinfachte Kapitalherabsetzung,Einstellungen in die Kapitalrücklage nach den Vorschriften über die Vereinfachte Kapitalherabsetzung,Owner's Equity,,,Yes,,K7GVE8,,,,,,,,,,
7760,Einstellungen in die Kapitalrücklage nach den Vorschriften über die Vereinfachte Kapitalherabsetzung,Einstellungen in die Kapitalrücklage nach den Vorschriften über die Vereinfachte Kapitalherabsetzung,Owner's Equity,,,No,,K7GVE86,,,,,,,,,,
K7GVA8,Einstellung in Gewinnrücklagen ,Einstellung in Gewinnrücklagen ,Owner's Equity,,,Yes,,K7GVA,,,,,K7GVA8,Einstellung in Gewinnrücklagen ,,,,
K7GVA81,Einstellung in Gewinnrücklagen in die gesetzliche Rücklage ,Einstellung in Gewinnrücklagen in die gesetzliche Rücklage ,Owner's Equity,,,Yes,,K7GVA8,,,,,,,,,,
7765,Einstellung in die gesetzliche Rücklage ,Einstellung in die gesetzliche Rücklage ,Owner's Equity,,,No,,K7GVA81,,,,,,,,,,
K7GVA82,Einstellung in Gewinnrücklagen in die Rücklage für eigene Anteile,Einstellung in Gewinnrücklagen in die Rücklage für eigene Anteile,Owner's Equity,,,Yes,,K7GVA8,,,,,,,,,,
7770,Einstellung in die Rücklage für eigene Anteile,Einstellung in die Rücklage für eigene Anteile,Owner's Equity,,,No,,K7GVA82,,,,,,,,,,
K7GVA83,Einstellung in Gewinnrücklagen in satzungmäßige Rücklage ,Einstellung in Gewinnrücklagen in satzungmäßige Rücklage ,Owner's Equity,,,Yes,,K7GVA8,,,,,,,,,,
7775,Einstellung in satzungmäßige Rücklage ,Einstellung in satzungmäßige Rücklage ,Owner's Equity,,,No,,K7GVA83,,,,,,,,,,
K7GVA84,Einstellung in Gewinnrücklagen in andere Gewinnrücklagen ,Einstellung in Gewinnrücklagen in andere Gewinnrücklagen ,Owner's Equity,,,Yes,,K7GVA8,,,,,,,,,,
7780,Einstellung in andere Gewinnrücklagen ,Einstellung in andere Gewinnrücklagen ,Owner's Equity,,,No,,K7GVA84,,,,,,,,,,
K7GVA85,Ausschüttung,Ausschüttung,Owner's Equity,,,Yes,,K7GVA8,,,,,,,,,,
7790,Vorabausschüttung,Vorabausschüttung,Owner's Equity,,,No,,K7GVA85,,,,,,,,,,
K7GVA86,Vortrag auf neue Rechnung,Vortrag auf neue Rechnung,Owner's Equity,,,Yes,,K7GVA8,,,,,,,,,,
7795,Vortrag auf neue Rechnung (GuV),Vortrag auf neue Rechnung (GuV),Owner's Equity,,,No,,K7GVA86,,,,,,,,,,
K7GVA87,Sonstige betriebliche Aufwendungen,Sonstige betriebliche Aufwendungen,Expense,,,Yes,,K7GVA8,,,,,,,,,,
7800,(zu freien Verfügung),(zu freien Verfügung),Expense,,,No,,K7GVA87,,,,,,,,,,
K7GVA88,Sonstige betriebliche Erträge oder sonstige betriebliche Aufwendungen,Sonstige betriebliche Erträge oder sonstige betriebliche Aufwendungen,Revenue,,,Yes,,K7GVA8,,,,,,,,,,
7990,Aufwendungen/Erträge aus Umrechnungsdifferenzen,Aufwendungen/Erträge aus Umrechnungsdifferenzen,Revenue,,,No,,K7GVA88,,,,,,,,,,
K9VKS1,Vortragskonten,Vortragskonten,Memo,,,Yes,,K9VKS,,,,,,,,,,
9000,Saldenvorträge- Sachkonten,Year end processing to balance account (Income Summary),Owner's Equity,,Yes,No,RETAINEDEARNING_ACCT,K9VKS1,,,,,,,,,,
9001,Saldenvorträge,Saldenvorträge,Memo,,,No,,K9VKS1,,,,,,,,,,
9008,Saldenvorträge Debitoren,Saldenvorträge Debitoren,Memo,,,No,,K9VKS1,,,,,,,,,,
9009,Saldenvorträge Kreditoren,Saldenvorträge Kreditoren,Memo,,,No,,K9VKS1,,,,,,,,,,
9060,Offene Posten aus 1990,Offene Posten aus 1990,Memo,,,No,,K9VKS1,,,,,,,,,,
9069,Offene Posten aus 1999,Offene Posten aus 1999,Memo,,,No,,K9VKS1,,,,,,,,,,
9070,Offene Posten aus 2000,Offene Posten aus 2000,Memo,,,No,,K9VKS1,,,,,,,,,,
9071,Offene Posten aus 2001,Offene Posten aus 2001,Memo,,,No,,K9VKS1,,,,,,,,,,
9072,Offene Posten aus 2002,Offene Posten aus 2002,Memo,,,No,,K9VKS1,,,,,,,,,,
9073,Offene Posten aus 2003,Offene Posten aus 2003,Memo,,,No,,K9VKS1,,,,,,,,,,
9074,Offene Posten aus 2004,Offene Posten aus 2004,Memo,,,No,,K9VKS1,,,,,,,,,,
9075,Offene Posten aus 2005,Offene Posten aus 2005,Memo,,,No,,K9VKS1,,,,,,,,,,
9076,Offene Posten aus 2006,Offene Posten aus 2006,Memo,,,No,,K9VKS1,,,,,,,,,,
9077,Offene Posten aus 2007,Offene Posten aus 2007,Memo,,,No,,K9VKS1,,,,,,,,,,
9090,Summenvortragskonto,Summenvortragskonto,Memo,,,No,,K9VKS1,,,,,,,,,,
9091,Offene Posten aus 1991,Offene Posten aus 1991,Memo,,,No,,K9VKS1,,,,,,,,,,
9092,Offene Posten aus 1992,Offene Posten aus 1992,Memo,,,No,,K9VKS1,,,,,,,,,,
9093,Offene Posten aus 1993,Offene Posten aus 1993,Memo,,,No,,K9VKS1,,,,,,,,,,
9094,Offene Posten aus 1994,Offene Posten aus 1994,Memo,,,No,,K9VKS1,,,,,,,,,,
9095,Offene Posten aus 1995,Offene Posten aus 1995,Memo,,,No,,K9VKS1,,,,,,,,,,
9096,Offene Posten aus 1996,Offene Posten aus 1996,Memo,,,No,,K9VKS1,,,,,,,,,,
9097,Offene Posten aus 1997,Offene Posten aus 1997,Memo,,,No,,K9VKS1,,,,,,,,,,
9098,Offene Posten aus 1998,Offene Posten aus 1998,Memo,,,No,,K9VKS1,,,,,,,,,,
K9VKS2,Statistische Konten für Betriebswirtschaftliche Auswertungen (BWA),Statistische Konten für Betriebswirtschaftliche Auswertungen (BWA),Memo,,,Yes,,K9VKS,,,,,,,,,,
9101,Verkaufstage,Verkaufstage,Memo,,,No,,K9VKS2,,,,,,,,,,
9102,Anzahl der Barkunden,Anzahl der Barkunden,Memo,,,No,,K9VKS2,,,,,,,,,,
9103,Beschäftigte Personen,Beschäftigte Personen,Memo,,,No,,K9VKS2,,,,,,,,,,
9104,Unbezahlte Personen,Unbezahlte Personen,Memo,,,No,,K9VKS2,,,,,,,,,,
9105,Verkaufskräfte,Verkaufskräfte,Memo,,,No,,K9VKS2,,,,,,,,,,
9106,Geschäftsraum mҬGeschäftsraum mҬMemo,,,No,,K9VKS2,,,,,,,,,,
9107,Verkaufsraum mҬVerkaufsraum mҬMemo,,,No,,K9VKS2,,,,,,,,,,
9116,Anzahl Rechnungen,Anzahl Rechnungen,Memo,,,No,,K9VKS2,,,,,,,,,,
9117,Anzahl Kreditkunden monatlich,Anzahl Kreditkunden monatlich,Memo,,,No,,K9VKS2,,,,,,,,,,
9118,Anzahl Kreditkunden aufgelaufen,Anzahl Kreditkunden aufgelaufen,Memo,,,No,,K9VKS2,,,,,,,,,,
9120,Erweiterungsinvestitionen,Erweiterungsinvestitionen,Memo,,,No,,K9VKS2,,,,,,,,,,
9135,Auftragseingang im Geschäftsjahr,Auftragseingang im Geschäftsjahr,Memo,,,No,,K9VKS2,,,,,,,,,,
9140,Auftragsbestand,Auftragsbestand,Memo,,,No,,K9VKS2,,,,,,,,,,
9190,Gegenkonto für statistische Mengeneinheiten Konten 9101-9107 und Konten 9116-9118,Gegenkonto für statistische Mengeneinheiten Konten 9101-9107 und Konten 9116-9118,Memo,,,No,,K9VKS2,,,,,,,,,,
9199,Gegenkonto zu Konten 9120- 9135-9140,Gegenkonto zu Konten 9120- 9135-9140,Memo,,,No,,K9VKS2,,,,,,,,,,
K9VKS3,Statistische Konten für den Kennziffernteil der Bilanz,Statistische Konten für den Kennziffernteil der Bilanz,Memo,,,Yes,,K9VKS,,,,,,,,,,
9200,Beschäftigte Personen,Beschäftigte Personen,Memo,,,No,,K9VKS3,,,,,,,,,,
9209,Gegenkonto zu 9200,Gegenkonto zu 9200,Memo,,,No,,K9VKS3,,,,,,,,,,
9210,Produktive Löhne,Produktive Löhne,Memo,,,No,,K9VKS3,,,,,,,,,,
9219,Gegenkonto zu 9210,Gegenkonto zu 9210,Memo,,,No,,K9VKS3,,,,,,,,,,
K9VKS4,Statistische Konten zur informativen Angabe des gezeichneten Kapitals in anderer Währung,Statistische Konten zur informativen Angabe des gezeichneten Kapitals in anderer Währung,Memo,,,Yes,,K9VKS,,,,,,,,,,
K9VKS41,Gezeichnetes Kapital in DM,Gezeichnetes Kapital in DM,Memo,,,Yes,,K9VKS4,,,,,,,,,,
9220,Gezeichnetes Kapital in DM (Art. 42 Abs. 3 S. 1 EGHGB),Gezeichnetes Kapital in DM (Art. 42 Abs. 3 S. 1 EGHGB),Memo,,,No,,K9VKS41,,,,,,,,,,
K9VKS42,Gezeichnetes Kapital in Euro,Gezeichnetes Kapital in Euro,Memo,,,Yes,,K9VKS4,,,,,,,,,,
9221,Gezeichnetes Kapital in Euro (Art. 42 Abs. 3 S. 2 EGHGB),Gezeichnetes Kapital in Euro (Art. 42 Abs. 3 S. 2 EGHGB),Memo,,,No,,K9VKS42,,,,,,,,,,
9229,Gegenkonto zu 9220-9221,Gegenkonto zu 9220-9221,Memo,,,No,,K9VKS42,,,,,,,,,,
K9VKS5,Passive Rechnungsabgrenzung,Passive Rechnungsabgrenzung,Memo,,,Yes,,K9VKS,,,,,,,,,,
9230,Baukostenzuschüsse,Baukostenzuschüsse,Memo,,,No,,K9VKS5,,,,,,,,,,
9232,Investitionszulagen ,Investitionszulagen ,Memo,,,No,,K9VKS5,,,,,,,,,,
9234,Investitionszuschüsse ,Investitionszuschüsse ,Memo,,,No,,K9VKS5,,,,,,,,,,
9239,Gegenkonto zu Konten 9230- 9238,Gegenkonto zu Konten 9230- 9238,Memo,,,No,,K9VKS5,,,,,,,,,,
9240,Investitionsverbindlichkeiten bei den Leistungsverbindlichkeiten,Investitionsverbindlichkeiten bei den Leistungsverbindlichkeiten,Memo,,,No,,K9VKS5,,,,,,,,,,
9241,Investitionsverbindlichkeiten aus Sachanlagenkäufen bei Leistungsverbindlichkeiten,Investitionsverbindlichkeiten aus Sachanlagenkäufen bei Leistungsverbindlichkeiten,Memo,,,No,,K9VKS5,,,,,,,,,,
9242,Investitionsverbindlichkeiten aus Käufen von immateriellen Vermögensgegenständen bei Leistungsverbindlichkeiten,Investitionsverbindlichkeiten aus Käufen von immateriellen Vermögensgegenständen bei Leistungsverbindlichkeiten,Memo,,,No,,K9VKS5,,,,,,,,,,
9243,Investitionsverbindlichkeiten aus Käufen von Finanzanlagen bei Leistungsverbindlichkeiten,Investitionsverbindlichkeiten aus Käufen von Finanzanlagen bei Leistungsverbindlichkeiten,Memo,,,No,,K9VKS5,,,,,,,,,,
9244,Gegenkonto zu Konto 9240-43,Gegenkonto zu Konto 9240-43,Memo,,,No,,K9VKS5,,,,,,,,,,
9245,Forderungen aus Sachanlagenverkäufen bei sonstigen Vermögensgegenständen,Forderungen aus Sachanlagenverkäufen bei sonstigen Vermögensgegenständen,Memo,,,No,,K9VKS5,,,,,,,,,,
9246,Forderungen aus Verkäufen immaterielle Vermögensgegenstände bei sonstigen Vermögensgegenständen,Forderungen aus Verkäufen immaterielle Vermögensgegenstände bei sonstigen Vermögensgegenständen,Memo,,,No,,K9VKS5,,,,,,,,,,
9247,Forderungen aus Verkäufen von Finanzanlagen bei sonstigen Vermögensgegenständen,Forderungen aus Verkäufen von Finanzanlagen bei sonstigen Vermögensgegenständen,Memo,,,No,,K9VKS5,,,,,,,,,,
9249,Gegenkonto zu Konto 9245-47,Gegenkonto zu Konto 9245-47,Memo,,,No,,K9VKS5,,,,,,,,,,
K9VKS6,Eigenkapitalersetzende Gesellschafterdarlehen ,Eigenkapitalersetzende Gesellschafterdarlehen ,Memo,,,Yes,,K9VKS,,,,,,,,,,
9250,Eigenkapitalersetzende Gesellschafterdarlehen ,Eigenkapitalersetzende Gesellschafterdarlehen ,Memo,,,No,,K9VKS6,,,,,,,,,,
9255,Ungesicherte Gesellschafterdarlehen mit Restlaufzeit größer 5 Jahre,Ungesicherte Gesellschafterdarlehen mit Restlaufzeit größer 5 Jahre,Memo,,,No,,K9VKS6,,,,,,,,,,
9259,Gegenkonto zu 9250 und 9255,Gegenkonto zu 9250 und 9255,Memo,,,No,,K9VKS6,,,,,,,,,,
K9VKS7,Aufgliederung der Rückstellungen,Aufgliederung der Rückstellungen,Memo,,,Yes,,K9VKS,,,,,,,,,,
9260,Kurzfristige Rückstellungen,Kurzfristige Rückstellungen,Memo,,,No,,K9VKS7,,,,,,,,,,
9262,Mittelfristige Rückstellungen,Mittelfristige Rückstellungen,Memo,,,No,,K9VKS7,,,,,,,,,,
9264,Langfristige Rückstellungen- außer Pensionen,Langfristige Rückstellungen- außer Pensionen,Memo,,,No,,K9VKS7,,,,,,,,,,
9269,Gegenkonto zu Konto 9260 - 9268,Gegenkonto zu Konto 9260 - 9268,Memo,,,No,,K9VKS7,,,,,,,,,,
K9VKS8,Statistische Konten für in der Bilanz auszuweisende Haftungsverhältnisse,Statistische Konten für in der Bilanz auszuweisende Haftungsverhältnisse,Memo,,,Yes,,K9VKS,,,,,,,,,,
9270,Gegenkonto zu 9271 - 9279 (Soll-Buchung),Gegenkonto zu 9271 - 9279 (Soll-Buchung),Memo,,,No,,K9VKS8,,,,,,,,,,
9271,Verbindlichkeiten aus der Begebung und übertragung von Wechseln,Verbindlichkeiten aus der Begebung und übertragung von Wechseln,Memo,,,No,,K9VKS8,,,,,,,,,,
9272,Verbindlichkeiten aus der Begebung und übertragung von Wechseln gegenüber verbundenen Unternehmen,Verbindlichkeiten aus der Begebung und übertragung von Wechseln gegenüber verbundenen Unternehmen,Memo,,,No,,K9VKS8,,,,,,,,,,
9273,Verbindlichkeiten aus Bürgschaften- Wechsel- und Scheckbürgschaften,Verbindlichkeiten aus Bürgschaften- Wechsel- und Scheckbürgschaften,Memo,,,No,,K9VKS8,,,,,,,,,,
9274,Verbindlichkeiten aus Bürgschaften- Wechsel- und Scheckbürgschaften gegenüber verbundenen Unternehmen,Verbindlichkeiten aus Bürgschaften- Wechsel- und Scheckbürgschaften gegenüber verbundenen Unternehmen,Memo,,,No,,K9VKS8,,,,,,,,,,
9275,Verbindlichkeiten aus Gewährleistungsverträgen,Verbindlichkeiten aus Gewährleistungsverträgen,Memo,,,No,,K9VKS8,,,,,,,,,,
9276,Verbindlichkeiten aus Gewährleistungsverträgen gegenüber verbundenen Unternehmen,Verbindlichkeiten aus Gewährleistungsverträgen gegenüber verbundenen Unternehmen,Memo,,,No,,K9VKS8,,,,,,,,,,
9277,Haftung aus der Bestellung von Sicherheiten für fremde Verbindlichkeiten,Haftung aus der Bestellung von Sicherheiten für fremde Verbindlichkeiten,Memo,,,No,,K9VKS8,,,,,,,,,,
9278,Haftung aus der Bestellung von Sicherheiten für fremde Verbindlichkeiten gegenüber verbundenen Unternehmen,Haftung aus der Bestellung von Sicherheiten für fremde Verbindlichkeiten gegenüber verbundenen Unternehmen,Memo,,,No,,K9VKS8,,,,,,,,,,
9279,Verpflichtungen aus Treuhandvermögen,Verpflichtungen aus Treuhandvermögen,Memo,,,No,,K9VKS8,,,,,,,,,,
K9VKS9,Statistische Konten für die im Anhang anzugebenden sonstigen finanziellen Verpflichtungen,Statistische Konten für die im Anhang anzugebenden sonstigen finanziellen Verpflichtungen,Memo,,,Yes,,K9VKS,,,,,,,,,,
9280,Gegenkonto zu 9281-9284,Gegenkonto zu 9281-9284,Memo,,,No,,K9VKS9,,,,,,,,,,
9281,Verpflichtungen aus Miet- und Leasingsverträgen,Verpflichtungen aus Miet- und Leasingsverträgen,Memo,,,No,,K9VKS9,,,,,,,,,,
9282,Verpflichtungen aus Miet- und Leasingsverträgen gegenüber verbundenen Unternehmen,Verpflichtungen aus Miet- und Leasingsverträgen gegenüber verbundenen Unternehmen,Memo,,,No,,K9VKS9,,,,,,,,,,
9283,Andere Verpflichtungen gemäß § 285 Nr. 3 HGB,Andere Verpflichtungen gemäß § 285 Nr. 3 HGB,Memo,,,No,,K9VKS9,,,,,,,,,,
9284,Andere Verpflichtungen gemäß § 285 Nr. 3 HGB gegenüber verbundenen Unternehmen,Andere Verpflichtungen gemäß § 285 Nr. 3 HGB gegenüber verbundenen Unternehmen,Memo,,,No,,K9VKS9,,,,,,,,,,
K9VKSa,Statistische Konten für 4 Abs. 3 EStG,Statistische Konten für 4 Abs. 3 EStG,Memo,,,Yes,,K9VKS,,,,,,,,,,
9287,Zinsen bei Buchungen über Debitoren bei § 4 Abs. 3 EStG,Zinsen bei Buchungen über Debitoren bei § 4 Abs. 3 EStG,Memo,,,No,,K9VKSa,,,,,,,,,,
9288,Mahngebühren bei Buchungen über Debitoren bei § 4 Abs. 3 EStG,Mahngebühren bei Buchungen über Debitoren bei § 4 Abs. 3 EStG,Memo,,,No,,K9VKSa,,,,,,,,,,
9289,Gegenkonto zu 9287 und 9288,Gegenkonto zu 9287 und 9288,Memo,,,No,,K9VKSa,,,,,,,,,,
9290,Statistisches Konto steuerfreie Auslagen,Statistisches Konto steuerfreie Auslagen,Memo,,,No,,K9VKSa,,,,,,,,,,
9291,Gegenkonto zu 9290,Gegenkonto zu 9290,Memo,,,No,,K9VKSa,,,,,,,,,,
9292,Statistisches Konto Fremdgeld,Statistisches Konto Fremdgeld,Memo,,,No,,K9VKSa,,,,,,,,,,
9293,Gegenkonto zu 9292,Gegenkonto zu 9292,Memo,,,No,,K9VKSa,,,,,,,,,,
K9VKSa1,Einlagen stiller Gesellschafter,Einlagen stiller Gesellschafter,Memo,,,Yes,,K9VKSa,,,,,,,,,,
9295,Einlagen stiller Gesellschafter,Einlagen stiller Gesellschafter,Memo,,,No,,K9VKSa1,,,,,,,,,,
K9VKSa2,Steuerrechtlicher Ausgleichsposten,Steuerrechtlicher Ausgleichsposten,Memo,,,Yes,,K9VKSa,,,,,,,,,,
9297,Steuerrechtlicher Ausgleichsposten,Steuerrechtlicher Ausgleichsposten,Memo,,,No,,K9VKSa2,,,,,,,,,,
K9VKSb,Privat Teilhafter (für Verrechnung Gesellschafterdarlehen mit Eigenkapitalcharakter- Konto 9840-9849),Privat Teilhafter (für Verrechnung Gesellschafterdarlehen mit Eigenkapitalcharakter- Konto 9840-9849),Memo,,,Yes,,K9VKS,,,,,,,,,,
9400,Privatentnahmen allgemein,Privatentnahmen allgemein,Memo,,,No,,K9VKSb,,,,,,,,,,
9410,Privatsteuern,Privatsteuern,Memo,,,No,,K9VKSb,,,,,,,,,,
9420,Sonderausgaben beschränkt abzugsfähig,Sonderausgaben beschränkt abzugsfähig,Memo,,,No,,K9VKSb,,,,,,,,,,
9430,Sonderausgaben unbeschränkt abzugsfähig,Sonderausgaben unbeschränkt abzugsfähig,Memo,,,No,,K9VKSb,,,,,,,,,,
9440,Zuwendungen- Spenden,Zuwendungen- Spenden,Memo,,,No,,K9VKSb,,,,,,,,,,
9450,Außergewöhnliche Belastungen,Außergewöhnliche Belastungen,Memo,,,No,,K9VKSb,,,,,,,,,,
9460,Grundstücksaufwand,Grundstücksaufwand,Memo,,,No,,K9VKSb,,,,,,,,,,
9470,Grundstücksertrag,Grundstücksertrag,Memo,,,No,,K9VKSb,,,,,,,,,,
9480,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Memo,,,No,,K9VKSb,,,,,,,,,,
9490,Privateinlagen,Privateinlagen,Memo,,,No,,K9VKSb,,,,,,,,,,
K9VKSc,Statistische Konten für die Kapitalkontenentwicklung,Statistische Konten für die Kapitalkontenentwicklung,Memo,,,Yes,,K9VKS,,,,,,,,,,
9500,Anteil für Konto Vollhafter 2000,Anteil für Konto Vollhafter 2000,Memo,,,No,,K9VKSc,,,,,,,,,,
9501,Anteil für Konto Vollhafter 2001,Anteil für Konto Vollhafter 2001,Memo,,,No,,K9VKSc,,,,,,,,,,
9502,Anteil für Konto Vollhafter 2002,Anteil für Konto Vollhafter 2002,Memo,,,No,,K9VKSc,,,,,,,,,,
9503,Anteil für Konto Vollhafter 2003,Anteil für Konto Vollhafter 2003,Memo,,,No,,K9VKSc,,,,,,,,,,
9504,Anteil für Konto Vollhafter 2004,Anteil für Konto Vollhafter 2004,Memo,,,No,,K9VKSc,,,,,,,,,,
9505,Anteil für Konto Vollhafter 2005,Anteil für Konto Vollhafter 2005,Memo,,,No,,K9VKSc,,,,,,,,,,
9506,Anteil für Konto Vollhafter 2006,Anteil für Konto Vollhafter 2006,Memo,,,No,,K9VKSc,,,,,,,,,,
9507,Anteil für Konto Vollhafter 2007,Anteil für Konto Vollhafter 2007,Memo,,,No,,K9VKSc,,,,,,,,,,
9508,Anteil für Konto Vollhafter 2008,Anteil für Konto Vollhafter 2008,Memo,,,No,,K9VKSc,,,,,,,,,,
9509,Anteil für Konto Vollhafter 2009,Anteil für Konto Vollhafter 2009,Memo,,,No,,K9VKSc,,,,,,,,,,
9510,Anteil für Konto Vollhafter 2010,Anteil für Konto Vollhafter 2010,Memo,,,No,,K9VKSc,,,,,,,,,,
9511,Anteil für Konto Vollhafter 2011,Anteil für Konto Vollhafter 2011,Memo,,,No,,K9VKSc,,,,,,,,,,
9512,Anteil für Konto Vollhafter 2012,Anteil für Konto Vollhafter 2012,Memo,,,No,,K9VKSc,,,,,,,,,,
9513,Anteil für Konto Vollhafter 2013,Anteil für Konto Vollhafter 2013,Memo,,,No,,K9VKSc,,,,,,,,,,
9514,Anteil für Konto Vollhafter 2014,Anteil für Konto Vollhafter 2014,Memo,,,No,,K9VKSc,,,,,,,,,,
9515,Anteil für Konto Vollhafter 2015,Anteil für Konto Vollhafter 2015,Memo,,,No,,K9VKSc,,,,,,,,,,
9516,Anteil für Konto Vollhafter 2016,Anteil für Konto Vollhafter 2016,Memo,,,No,,K9VKSc,,,,,,,,,,
9517,Anteil für Konto Vollhafter 2017,Anteil für Konto Vollhafter 2017,Memo,,,No,,K9VKSc,,,,,,,,,,
9518,Anteil für Konto Vollhafter 2018,Anteil für Konto Vollhafter 2018,Memo,,,No,,K9VKSc,,,,,,,,,,
9519,Anteil für Konto Vollhafter 2019,Anteil für Konto Vollhafter 2019,Memo,,,No,,K9VKSc,,,,,,,,,,
9520,Anteil für Konto Vollhafter 2020,Anteil für Konto Vollhafter 2020,Memo,,,No,,K9VKSc,,,,,,,,,,
9521,Anteil für Konto Vollhafter 2021,Anteil für Konto Vollhafter 2021,Memo,,,No,,K9VKSc,,,,,,,,,,
